lvl,Column 1,Column 2,Column 3,Column 4
12,Clay,2014-07-06 00:00:00,12070,0
12,Clay,2014-07-07 00:00:00,11988,0
12,Clay,2014-07-08 00:00:00,11711,0
12,Clay,2014-07-09 00:00:00,11475,0
12,Clay,2014-07-12 00:00:00,10429,0
12,Clay,2014-07-13 00:00:00,11580,0
12,Clay,2014-07-14 00:00:00,11732,0
12,Clay,2014-07-15 00:00:00,10848,0
12,Clay,2014-07-16 00:00:00,10828,0
12,Clay,2014-07-19 00:00:00,8947,0
12,Clay,2014-07-20 00:00:00,8721,0
12,Clay,2014-07-21 00:00:00,7950,0
12,Clay,2014-07-22 00:00:00,9641,0
12,Clay,2014-07-23 00:00:00,10642,0
12,Clay,2014-07-26 00:00:00,8720,0
12,Clay,2014-07-27 00:00:00,12552,0
12,Clay,2014-07-28 00:00:00,12275,0
12,Clay,2014-07-29 00:00:00,11463,0
12,Clay,2014-07-30 00:00:00,10631,0
12,Clay,2014-08-02 00:00:00,9183,0
12,Clay,2014-08-03 00:00:00,8279,0
12,Clay,2014-08-04 00:00:00,7375,0
12,Clay,2014-08-05 00:00:00,7232,0
12,Clay,2014-08-06 00:00:00,6790,0
12,Clay,2014-08-09 00:00:00,5907,0
12,Clay,2014-08-10 00:00:00,5815,0
12,Clay,2014-08-11 00:00:00,5795,0
12,Clay,2014-08-12 00:00:00,5240,0
12,Clay,2014-08-13 00:00:00,5220,0
12,Clay,2014-08-16 00:00:00,3371,0
12,Clay,2014-08-17 00:00:00,2539,0
12,Clay,2014-08-18 00:00:00,1789,0
12,Clay,2014-08-19 00:00:00,1203,0
12,Clay,2014-08-20 00:00:00,3770,0
12,Clay,2014-08-23 00:00:00,5524,0
12,Clay,2014-08-24 00:00:00,4794,0
12,Clay,2014-08-25 00:00:00,3797,0
12,Clay,2014-08-26 00:00:00,3150,0
12,Clay,2014-08-27 00:00:00,3037,0
12,Clay,2014-08-30 00:00:00,1414,0
12,Clay,2014-08-31 00:00:00,1606,0
12,Clay,2014-09-01 00:00:00,5381,0
12,Clay,2014-09-02 00:00:00,5063,0
12,Clay,2014-09-03 00:00:00,4066,0
12,Clay,2014-09-06 00:00:00,2329,0
12,Clay,2014-09-07 00:00:00,2052,0
12,Clay,2014-09-08 00:00:00,1425,0
12,Clay,2014-09-09 00:00:00,521,0
12,Clay,2014-09-10 00:00:00,18,0
12,Clay,2014-09-13 00:00:00,0,-688
12,Clay,2014-09-14 00:00:00,0,-298
12,Clay,2014-09-15 00:00:00,0,-174
12,Clay,2014-09-16 00:00:00,0,-740
12,Clay,2014-09-17 00:00:00,0,-401
12,Clay,2014-09-20 00:00:00,0,-277
12,Clay,2014-09-21 00:00:00,0,-71
12,Clay,2014-09-22 00:00:00,0,-349
12,Clay,2014-09-23 00:00:00,2614,0
12,Clay,2014-09-24 00:00:00,3020,0
12,Clay,2014-09-27 00:00:00,1345,0
12,Clay,2014-09-28 00:00:00,1150,0
12,Clay,2014-09-29 00:00:00,3372,0
12,Clay,2014-09-30 00:00:00,5666,0
12,Clay,2014-10-01 00:00:00,4669,0
12,Clay,2014-10-04 00:00:00,3868,0
12,Clay,2014-10-05 00:00:00,6110,0
12,Clay,2014-10-06 00:00:00,8002,0
12,Clay,2014-10-07 00:00:00,8797,0
12,Clay,2014-10-08 00:00:00,9283,0
12,Clay,2014-10-11 00:00:00,7320,0
12,Clay,2014-10-12 00:00:00,6313,0
12,Clay,2014-10-13 00:00:00,9186,0
12,Clay,2014-10-14 00:00:00,11831,0
12,Clay,2014-10-15 00:00:00,10896,0
12,Clay,2014-10-18 00:00:00,9426,0
12,Clay,2014-10-19 00:00:00,8645,0
12,Clay,2014-10-20 00:00:00,8553,0
12,Clay,2014-10-21 00:00:00,8008,0
12,Clay,2014-10-22 00:00:00,7165,0
12,Clay,2014-10-25 00:00:00,5233,0
12,Clay,2014-10-26 00:00:00,4318,0
12,Clay,2014-10-27 00:00:00,3527,0
12,Clay,2014-10-28 00:00:00,2859,0
12,Clay,2014-10-29 00:00:00,2376,0
12,Clay,2014-11-01 00:00:00,2125,0
12,Clay,2014-11-02 00:00:00,2480,0
12,Clay,2014-11-03 00:00:00,2007,0
12,Clay,2014-11-04 00:00:00,1442,0
12,Clay,2014-11-05 00:00:00,2005,0
12,Clay,2014-11-08 00:00:00,5266,0
12,Clay,2014-11-09 00:00:00,4516,0
12,Clay,2014-11-10 00:00:00,3550,0
12,Clay,2014-11-11 00:00:00,3606,0
12,Clay,2014-11-12 00:00:00,8165,0
12,Clay,2014-11-15 00:00:00,6571,0
12,Clay,2014-11-16 00:00:00,6732,0
12,Clay,2014-11-17 00:00:00,6609,0
12,Clay,2014-11-18 00:00:00,6466,0
12,Clay,2014-11-19 00:00:00,6796,0
12,Clay,2014-11-22 00:00:00,6248,0
12,Clay,2014-11-23 00:00:00,6177,0
12,Clay,2014-11-24 00:00:00,5211,0
12,Clay,2014-11-25 00:00:00,4677,0
12,Clay,2014-11-26 00:00:00,4009,0
12,Clay,2014-11-29 00:00:00,1450,0
12,Clay,2014-11-30 00:00:00,700,0
12,Clay,2014-12-01 00:00:00,680,0
12,Clay,2014-12-02 00:00:00,94,0
12,Clay,2014-12-03 00:00:00,0,-29
12,Clay,2014-12-06 00:00:00,0,-359
12,Clay,2014-12-07 00:00:00,0,-380
12,Clay,2014-12-08 00:00:00,0,-318
12,Clay,2014-12-09 00:00:00,3535,0
12,Clay,2014-12-10 00:00:00,7327,0
12,Clay,2014-12-13 00:00:00,5899,0
12,Clay,2014-12-14 00:00:00,4953,0
12,Clay,2014-12-15 00:00:00,9346,0
12,Clay,2014-12-16 00:00:00,14141,0
12,Clay,2014-12-17 00:00:00,13237,0
12,Clay,2014-12-20 00:00:00,11275,0
12,Clay,2014-12-21 00:00:00,11224,0
12,Clay,2014-12-22 00:00:00,10885,0
12,Clay,2014-12-23 00:00:00,10622,0
12,Clay,2014-12-24 00:00:00,15589,0
12,Clay,2014-12-27 00:00:00,13420,0
12,Clay,2014-12-28 00:00:00,12917,0
12,Clay,2014-12-29 00:00:00,12085,0
12,Clay,2014-12-30 00:00:00,11283,0
12,Clay,2014-12-31 00:00:00,10687,0
12,Clay,2015-01-03 00:00:00,9897,0
12,Clay,2015-01-04 00:00:00,9599,0
12,Clay,2015-01-05 00:00:00,8952,0
12,Clay,2015-01-06 00:00:00,8572,0
12,Clay,2015-01-07 00:00:00,8490,0
12,Clay,2015-01-10 00:00:00,7607,0
12,Clay,2015-01-11 00:00:00,6816,0
12,Clay,2015-01-12 00:00:00,5942,0
12,Clay,2015-01-13 00:00:00,5469,0
12,Clay,2015-01-14 00:00:00,5048,0
12,Clay,2015-01-17 00:00:00,3960,0
12,Clay,2015-01-18 00:00:00,3487,0
12,Clay,2015-01-19 00:00:00,3467,0
12,Clay,2015-01-20 00:00:00,3344,0
12,Clay,2015-01-21 00:00:00,2635,0
12,Clay,2015-01-24 00:00:00,950,0
12,Clay,2015-01-25 00:00:00,344,0
12,Clay,2015-01-26 00:00:00,0,-499
12,Clay,2015-01-27 00:00:00,0,-730
12,Clay,2015-01-28 00:00:00,0,-154
12,Clay,2015-01-31 00:00:00,0,-503
12,Clay,2015-02-01 00:00:00,0,-195
12,Clay,2015-02-02 00:00:00,0,-253
12,Clay,2015-02-03 00:00:00,0,-881
12,Clay,2015-02-04 00:00:00,0,-503
12,Clay,2015-02-07 00:00:00,341,0
12,Clay,2015-02-08 00:00:00,0,-182
12,Clay,2015-02-09 00:00:00,0,-771
12,Clay,2015-02-10 00:00:00,0,-709
12,Clay,2015-02-11 00:00:00,0,-565
12,Clay,2015-02-14 00:00:00,0,-956
12,Clay,2015-02-15 00:00:00,0,-329
12,Clay,2015-02-16 00:00:00,0,-760
12,Clay,2015-02-17 00:00:00,0,-740
12,Clay,2015-02-18 00:00:00,0,-935
12,Clay,2015-02-21 00:00:00,0,-750
12,Clay,2015-02-22 00:00:00,0,-442
12,Clay,2015-02-23 00:00:00,0,-884
12,Clay,2015-02-24 00:00:00,0,-401
12,Clay,2015-02-25 00:00:00,0,-473
12,Clay,2015-02-28 00:00:00,0,-421
12,Clay,2015-03-01 00:00:00,0,-20
12,Clay,2015-03-02 00:00:00,0,-768
12,Clay,2015-03-03 00:00:00,32,0
12,Clay,2015-03-04 00:00:00,1081,0
12,Clay,2015-03-07 00:00:00,1097,0
12,Clay,2015-03-08 00:00:00,367,0
12,Clay,2015-03-09 00:00:00,0,-85
12,Clay,2015-03-10 00:00:00,1869,0
12,Clay,2015-03-11 00:00:00,4766,0
12,Clay,2015-03-14 00:00:00,3009,0
12,Clay,2015-03-15 00:00:00,6184,0
12,Clay,2015-03-16 00:00:00,9904,0
12,Clay,2015-03-17 00:00:00,9555,0
12,Clay,2015-03-18 00:00:00,8692,0
12,Clay,2015-03-21 00:00:00,6986,0
12,Clay,2015-03-22 00:00:00,6082,0
12,Clay,2015-03-23 00:00:00,6052,0
12,Clay,2015-03-24 00:00:00,5909,0
12,Clay,2015-03-25 00:00:00,4943,0
12,Clay,2015-03-28 00:00:00,3546,0
12,Clay,2015-03-29 00:00:00,3217,0
12,Clay,2015-03-30 00:00:00,3053,0
12,Clay,2015-03-31 00:00:00,2313,0
12,Clay,2015-04-01 00:00:00,2200,0
12,Clay,2015-04-04 00:00:00,978,0
12,Clay,2015-04-05 00:00:00,649,0
12,Clay,2015-04-06 00:00:00,485,0
12,Clay,2015-04-07 00:00:00,311,0
12,Clay,2015-04-08 00:00:00,3967,0
12,Clay,2015-04-11 00:00:00,7611,0
12,Clay,2015-04-12 00:00:00,11166,0
12,Clay,2015-04-13 00:00:00,13039,0
12,Clay,2015-04-14 00:00:00,12032,0
12,Clay,2015-04-15 00:00:00,11282,0
12,Clay,2015-04-18 00:00:00,10232,0
12,Clay,2015-04-19 00:00:00,10785,0
12,Clay,2015-04-20 00:00:00,10528,0
12,Clay,2015-04-21 00:00:00,10415,0
12,Clay,2015-04-22 00:00:00,9757,0
12,Clay,2015-04-25 00:00:00,7969,0
12,Clay,2015-04-26 00:00:00,7013,0
12,Clay,2015-04-27 00:00:00,6335,0
12,Clay,2015-04-28 00:00:00,6109,0
12,Clay,2015-04-29 00:00:00,5462,0
12,Clay,2015-05-02 00:00:00,4517,0
12,Clay,2015-05-03 00:00:00,4199,0
12,Clay,2015-05-04 00:00:00,3202,0
12,Clay,2015-05-05 00:00:00,2760,0
12,Clay,2015-05-06 00:00:00,2545,0
12,Clay,2015-05-09 00:00:00,1312,0
12,Clay,2015-05-10 00:00:00,1189,0
12,Clay,2015-05-11 00:00:00,1025,0
12,Clay,2015-05-12 00:00:00,480,0
12,Clay,2015-05-13 00:00:00,7,0
12,Clay,2015-05-16 00:00:00,0,-431
12,Clay,2015-05-17 00:00:00,0,-503
12,Clay,2015-05-18 00:00:00,0,-112
12,Clay,2015-05-19 00:00:00,0,-20
12,Clay,2015-05-20 00:00:00,4755,0
12,Clay,2015-05-23 00:00:00,5611,0
12,Clay,2015-05-24 00:00:00,4953,0
12,Clay,2015-05-25 00:00:00,4275,0
12,Clay,2015-05-26 00:00:00,5894,0
12,Clay,2015-05-27 00:00:00,5575,0
12,Clay,2015-05-30 00:00:00,3365,0
12,Clay,2015-05-31 00:00:00,3108,0
12,Clay,2015-06-01 00:00:00,2101,0
12,Clay,2015-06-02 00:00:00,1834,0
12,Clay,2015-06-03 00:00:00,1454,0
12,Clay,2015-06-06 00:00:00,253,0
12,Clay,2015-06-07 00:00:00,0,-189
12,Clay,2015-06-08 00:00:00,0,-555
12,Clay,2015-06-09 00:00:00,0,-586
12,Clay,2015-06-10 00:00:00,0,-431
12,Clay,2015-06-13 00:00:00,0,-750
12,Clay,2015-06-14 00:00:00,0,-586
12,Clay,2015-06-15 00:00:00,0,-781
12,Clay,2015-06-16 00:00:00,0,-884
12,Clay,2015-06-17 00:00:00,0,-915
12,Clay,2015-06-20 00:00:00,0,-637
12,Clay,2015-06-21 00:00:00,0,-442
12,Clay,2015-06-22 00:00:00,0,-987
12,Clay,2015-06-23 00:00:00,0,-730
12,Clay,2015-06-24 00:00:00,0,-688
12,Clay,2015-06-27 00:00:00,848,0
12,Clay,2015-06-28 00:00:00,1415,0
12,Clay,2015-06-29 00:00:00,4249,0
12,Clay,2015-06-30 00:00:00,7998,0
12,Clay,2015-07-01 00:00:00,7310,0
12,Clay,2015-07-04 00:00:00,5080,0
12,Clay,2015-07-05 00:00:00,5486,0
12,Clay,2015-07-06 00:00:00,9566,0
12,Clay,2015-07-07 00:00:00,9237,0
12,Clay,2015-07-08 00:00:00,9217,0
12,Clay,2015-07-11 00:00:00,7789,0
12,Clay,2015-07-12 00:00:00,7142,0
12,Clay,2015-07-13 00:00:00,6659,0
12,Clay,2015-07-14 00:00:00,6392,0
12,Clay,2015-07-15 00:00:00,5971,0
12,Clay,2015-07-18 00:00:00,4717,0
12,Clay,2015-07-19 00:00:00,3946,0
12,Clay,2015-07-20 00:00:00,3083,0
12,Clay,2015-07-21 00:00:00,3012,0
12,Clay,2015-07-22 00:00:00,2999,0
12,Clay,2015-07-25 00:00:00,3852,0
12,Clay,2015-07-26 00:00:00,2855,0
12,Clay,2015-07-27 00:00:00,2537,0
12,Clay,2015-07-28 00:00:00,5124,0
12,Clay,2015-07-29 00:00:00,7249,0
12,Clay,2015-08-01 00:00:00,6345,0
12,Clay,2015-08-02 00:00:00,5461,0
12,Clay,2015-08-03 00:00:00,8306,0
12,Clay,2015-08-04 00:00:00,10039,0
12,Clay,2015-08-05 00:00:00,13210,0
12,Clay,2015-08-08 00:00:00,14333,0
12,Clay,2015-08-09 00:00:00,13840,0
12,Clay,2015-08-10 00:00:00,13511,0
12,Clay,2015-08-11 00:00:00,14418,0
12,Clay,2015-08-12 00:00:00,14922,0
12,Clay,2015-08-15 00:00:00,13896,0
12,Clay,2015-08-16 00:00:00,13660,0
12,Clay,2015-08-17 00:00:00,13630,0
12,Clay,2015-08-18 00:00:00,12880,0
12,Clay,2015-08-19 00:00:00,12829,0
12,Clay,2015-08-22 00:00:00,11422,0
12,Clay,2015-08-23 00:00:00,11371,0
12,Clay,2015-08-24 00:00:00,10806,0
12,Clay,2015-08-25 00:00:00,10344,0
12,Clay,2015-08-26 00:00:00,9974,0
12,Clay,2015-08-29 00:00:00,8464,0
12,Clay,2015-08-30 00:00:00,7560,0
12,Clay,2015-08-31 00:00:00,7129,0
12,Clay,2015-09-01 00:00:00,6533,0
12,Clay,2015-09-02 00:00:00,6143,0
12,Clay,2015-09-05 00:00:00,4345,0
12,Clay,2015-09-06 00:00:00,4584,0
12,Clay,2015-09-07 00:00:00,8810,0
12,Clay,2015-09-08 00:00:00,8790,0
12,Clay,2015-09-09 00:00:00,8647,0
12,Clay,2015-09-12 00:00:00,6551,0
12,Clay,2015-09-13 00:00:00,6490,0
12,Clay,2015-09-14 00:00:00,9503,0
12,Clay,2015-09-15 00:00:00,12722,0
12,Clay,2015-09-16 00:00:00,12404,0
12,Clay,2015-09-19 00:00:00,10564,0
12,Clay,2015-09-20 00:00:00,11592,0
12,Clay,2015-09-21 00:00:00,14969,0
12,Clay,2015-09-22 00:00:00,14270,0
12,Clay,2015-09-23 00:00:00,13921,0
12,Clay,2015-09-26 00:00:00,13501,0
12,Clay,2015-09-27 00:00:00,12720,0
12,Clay,2015-09-28 00:00:00,12278,0
12,Clay,2015-09-29 00:00:00,11497,0
12,Clay,2015-09-30 00:00:00,10932,0
12,Clay,2015-10-03 00:00:00,8897,0
12,Clay,2015-10-04 00:00:00,8085,0
12,Clay,2015-10-05 00:00:00,7623,0
12,Clay,2015-10-06 00:00:00,7181,0
12,Clay,2015-10-07 00:00:00,7853,0
12,Clay,2015-10-10 00:00:00,7308,0
12,Clay,2015-10-11 00:00:00,6476,0
12,Clay,2015-10-12 00:00:00,5644,0
12,Clay,2015-10-13 00:00:00,6952,0
12,Clay,2015-10-14 00:00:00,7592,0
12,Clay,2015-10-17 00:00:00,7038,0
12,Clay,2015-10-18 00:00:00,6637,0
12,Clay,2015-10-19 00:00:00,6339,0
12,Clay,2015-10-20 00:00:00,5599,0
12,Clay,2015-10-21 00:00:00,7819,0
12,Clay,2015-10-24 00:00:00,8351,0
12,Clay,2015-10-25 00:00:00,7796,0
12,Clay,2015-10-26 00:00:00,7262,0
12,Clay,2015-10-27 00:00:00,9454,0
12,Clay,2015-10-28 00:00:00,10748,0
12,Clay,2015-10-31 00:00:00,8735,0
12,Clay,2015-11-01 00:00:00,8067,0
12,Clay,2015-11-02 00:00:00,7276,0
12,Clay,2015-11-03 00:00:00,7205,0
12,Clay,2015-11-04 00:00:00,6671,0
12,Clay,2015-11-07 00:00:00,5242,0
12,Clay,2015-11-08 00:00:00,4430,0
12,Clay,2015-11-09 00:00:00,4256,0
12,Clay,2015-11-10 00:00:00,3938,0
12,Clay,2015-11-11 00:00:00,3332,0
12,Clay,2015-11-14 00:00:00,2017,0
12,Clay,2015-11-15 00:00:00,2359,0
12,Clay,2015-11-16 00:00:00,7323,0
12,Clay,2015-11-17 00:00:00,6542,0
12,Clay,2015-11-18 00:00:00,5956,0
12,Clay,2015-11-21 00:00:00,5847,0
12,Clay,2015-11-22 00:00:00,5653,0
12,Clay,2015-11-23 00:00:00,5294,0
12,Clay,2015-11-24 00:00:00,4636,0
12,Clay,2015-11-25 00:00:00,4523,0
12,Clay,2015-11-28 00:00:00,2056,0
12,Clay,2015-11-29 00:00:00,6091,0
12,Clay,2015-11-30 00:00:00,6223,0
12,Clay,2015-12-01 00:00:00,5205,0
12,Clay,2015-12-02 00:00:00,4558,0
12,Clay,2015-12-05 00:00:00,8270,0
12,Clay,2015-12-06 00:00:00,12359,0
12,Clay,2015-12-07 00:00:00,12174,0
12,Clay,2015-12-08 00:00:00,11588,0
12,Clay,2015-12-09 00:00:00,10817,0
12,Clay,2015-12-12 00:00:00,9059,0
12,Clay,2015-12-13 00:00:00,8432,0
12,Clay,2015-12-14 00:00:00,7764,0
12,Clay,2015-12-15 00:00:00,7631,0
12,Clay,2015-12-16 00:00:00,6644,0
12,Clay,2015-12-19 00:00:00,4383,0
12,Clay,2015-12-20 00:00:00,3653,0
12,Clay,2015-12-21 00:00:00,3026,0
12,Clay,2015-12-22 00:00:00,4296,0
12,Clay,2015-12-23 00:00:00,4892,0
12,Clay,2015-12-26 00:00:00,4194,0
12,Clay,2015-12-27 00:00:00,3608,0
12,Clay,2015-12-28 00:00:00,5927,0
12,Clay,2015-12-29 00:00:00,6867,0
12,Clay,2015-12-30 00:00:00,6415,0
13,Clay,2013-01-01 00:00:00,3116,0
13,Clay,2013-01-02 00:00:00,2345,0
13,Clay,2013-01-03 00:00:00,2150,0
13,Clay,2013-01-06 00:00:00,1494,0
13,Clay,2013-01-07 00:00:00,1196,0
13,Clay,2013-01-08 00:00:00,312,0
13,Clay,2013-01-09 00:00:00,158,0
13,Clay,2013-01-10 00:00:00,0,-705
13,Clay,2013-01-13 00:00:00,0,-257
13,Clay,2013-01-14 00:00:00,0,-730
13,Clay,2013-01-15 00:00:00,0,-699
13,Clay,2013-01-16 00:00:00,0,-565
13,Clay,2013-01-17 00:00:00,0,-904
13,Clay,2013-01-20 00:00:00,0,-791
13,Clay,2013-01-21 00:00:00,0,-329
13,Clay,2013-01-22 00:00:00,0,-545
13,Clay,2013-01-23 00:00:00,0,-802
13,Clay,2013-01-24 00:00:00,0,-997
13,Clay,2013-01-27 00:00:00,0,-699
13,Clay,2013-01-28 00:00:00,0,-781
13,Clay,2013-01-29 00:00:00,0,-904
13,Clay,2013-01-30 00:00:00,0,-92
13,Clay,2013-01-31 00:00:00,0,-771
13,Clay,2013-02-03 00:00:00,0,-359
13,Clay,2013-02-04 00:00:00,0,-750
13,Clay,2013-02-05 00:00:00,0,-1007
13,Clay,2013-02-06 00:00:00,0,-915
13,Clay,2013-02-07 00:00:00,0,-113
13,Clay,2013-02-10 00:00:00,0,-442
13,Clay,2013-02-11 00:00:00,0,-71
13,Clay,2013-02-12 00:00:00,0,-637
13,Clay,2013-02-13 00:00:00,0,-606
13,Clay,2013-02-14 00:00:00,0,-627
13,Clay,2013-02-17 00:00:00,0,-339
13,Clay,2013-02-18 00:00:00,0,-421
13,Clay,2013-02-19 00:00:00,0,-277
13,Clay,2013-02-20 00:00:00,2093,0
13,Clay,2013-02-21 00:00:00,3442,0
13,Clay,2013-02-24 00:00:00,1746,0
13,Clay,2013-02-25 00:00:00,1623,0
13,Clay,2013-02-26 00:00:00,1325,0
13,Clay,2013-02-27 00:00:00,1038,0
13,Clay,2013-02-28 00:00:00,452,0
13,Clay,2013-03-03 00:00:00,0,-277
13,Clay,2013-03-04 00:00:00,0,-370
13,Clay,2013-03-05 00:00:00,0,-143
13,Clay,2013-03-06 00:00:00,0,-586
13,Clay,2013-03-07 00:00:00,0,-904
13,Clay,2013-03-10 00:00:00,0,-709
13,Clay,2013-03-11 00:00:00,0,-462
13,Clay,2013-03-12 00:00:00,0,-20
13,Clay,2013-03-13 00:00:00,0,-956
13,Clay,2013-03-14 00:00:00,0,-863
13,Clay,2013-03-17 00:00:00,0,-575
13,Clay,2013-03-18 00:00:00,0,-915
13,Clay,2013-03-19 00:00:00,0,-997
13,Clay,2013-03-20 00:00:00,0,-915
13,Clay,2013-03-21 00:00:00,0,-637
13,Clay,2013-03-24 00:00:00,0,-71
13,Clay,2013-03-25 00:00:00,0,-20
13,Clay,2013-03-26 00:00:00,0,-359
13,Clay,2013-03-27 00:00:00,0,-935
13,Clay,2013-03-28 00:00:00,0,-966
13,Clay,2013-03-31 00:00:00,0,-82
13,Clay,2013-04-01 00:00:00,0,-627
13,Clay,2013-04-02 00:00:00,0,-812
13,Clay,2013-04-03 00:00:00,0,-359
13,Clay,2013-04-04 00:00:00,0,-61
13,Clay,2013-04-07 00:00:00,0,-123
13,Clay,2013-04-08 00:00:00,0,-298
13,Clay,2013-04-09 00:00:00,0,-596
13,Clay,2013-04-10 00:00:00,0,-791
13,Clay,2013-04-11 00:00:00,0,-565
13,Clay,2013-04-14 00:00:00,0,-802
13,Clay,2013-04-15 00:00:00,0,-956
13,Clay,2013-04-16 00:00:00,0,-236
13,Clay,2013-04-17 00:00:00,0,-884
13,Clay,2013-04-18 00:00:00,0,-503
13,Clay,2013-04-21 00:00:00,0,-143
13,Clay,2013-04-22 00:00:00,0,-647
13,Clay,2013-04-23 00:00:00,0,-987
13,Clay,2013-04-24 00:00:00,0,-503
13,Clay,2013-04-25 00:00:00,0,-41
13,Clay,2013-04-28 00:00:00,0,-61
13,Clay,2013-04-29 00:00:00,0,-874
13,Clay,2013-04-30 00:00:00,0,-699
13,Clay,2013-05-01 00:00:00,0,-997
13,Clay,2013-05-02 00:00:00,0,-997
13,Clay,2013-05-05 00:00:00,0,-874
13,Clay,2013-05-06 00:00:00,0,-627
13,Clay,2013-05-07 00:00:00,0,-380
13,Clay,2013-05-08 00:00:00,0,-884
13,Clay,2013-05-09 00:00:00,0,-370
13,Clay,2013-05-12 00:00:00,0,-730
13,Clay,2013-05-13 00:00:00,0,-123
13,Clay,2013-05-14 00:00:00,0,-473
13,Clay,2013-05-15 00:00:00,0,-904
13,Clay,2013-05-16 00:00:00,0,-596
13,Clay,2013-05-19 00:00:00,0,-30
13,Clay,2013-05-20 00:00:00,0,-277
13,Clay,2013-05-21 00:00:00,0,-390
13,Clay,2013-05-22 00:00:00,0,-740
13,Clay,2013-05-23 00:00:00,0,-452
13,Clay,2013-05-26 00:00:00,0,-349
13,Clay,2013-05-27 00:00:00,0,-596
13,Clay,2013-05-28 00:00:00,0,-812
13,Clay,2013-05-29 00:00:00,0,-41
13,Clay,2013-05-30 00:00:00,0,-298
13,Clay,2013-06-02 00:00:00,0,-473
13,Clay,2013-06-03 00:00:00,0,-545
13,Clay,2013-06-04 00:00:00,0,-668
13,Clay,2013-06-05 00:00:00,0,-349
13,Clay,2013-06-06 00:00:00,0,-92
13,Clay,2013-06-09 00:00:00,0,-935
13,Clay,2013-06-10 00:00:00,0,-946
13,Clay,2013-06-11 00:00:00,0,-781
13,Clay,2013-06-12 00:00:00,0,-123
13,Clay,2013-06-13 00:00:00,0,-688
13,Clay,2013-06-16 00:00:00,0,-884
13,Clay,2013-06-17 00:00:00,0,-771
13,Clay,2013-06-18 00:00:00,0,-267
13,Clay,2013-06-19 00:00:00,0,-668
13,Clay,2013-06-20 00:00:00,0,-678
13,Clay,2013-06-23 00:00:00,0,-82
13,Clay,2013-06-24 00:00:00,0,-802
13,Clay,2013-06-25 00:00:00,0,-257
13,Clay,2013-06-26 00:00:00,0,-215
13,Clay,2013-06-27 00:00:00,0,-195
13,Clay,2013-06-30 00:00:00,0,-92
13,Clay,2013-07-01 00:00:00,0,-863
13,Clay,2013-07-02 00:00:00,0,-915
13,Clay,2013-07-03 00:00:00,0,-431
13,Clay,2013-07-04 00:00:00,0,-359
13,Clay,2013-07-07 00:00:00,0,-421
13,Clay,2013-07-08 00:00:00,0,-606
13,Clay,2013-07-09 00:00:00,0,-71
13,Clay,2013-07-10 00:00:00,0,-329
13,Clay,2013-07-11 00:00:00,0,-329
13,Clay,2013-07-14 00:00:00,0,-51
13,Clay,2013-07-15 00:00:00,0,-863
13,Clay,2013-07-16 00:00:00,0,-236
13,Clay,2013-07-17 00:00:00,0,-493
13,Clay,2013-07-18 00:00:00,0,-802
13,Clay,2013-07-21 00:00:00,0,-143
13,Clay,2013-07-22 00:00:00,0,-71
13,Clay,2013-07-23 00:00:00,0,-1018
13,Clay,2013-07-24 00:00:00,0,-473
13,Clay,2013-07-25 00:00:00,0,-884
13,Clay,2013-07-28 00:00:00,0,-545
13,Clay,2013-07-29 00:00:00,0,-370
13,Clay,2013-07-30 00:00:00,0,-20
13,Clay,2013-07-31 00:00:00,0,-915
13,Clay,2013-08-01 00:00:00,0,-740
13,Clay,2013-08-04 00:00:00,0,-586
13,Clay,2013-08-05 00:00:00,0,-246
13,Clay,2013-08-06 00:00:00,0,-853
13,Clay,2013-08-07 00:00:00,0,-647
13,Clay,2013-08-08 00:00:00,0,-164
13,Clay,2013-08-11 00:00:00,0,-853
13,Clay,2013-08-12 00:00:00,0,-41
13,Clay,2013-08-13 00:00:00,0,-246
13,Clay,2013-08-14 00:00:00,0,-997
13,Clay,2013-08-15 00:00:00,0,-843
13,Clay,2013-08-18 00:00:00,0,-565
13,Clay,2013-08-19 00:00:00,0,-318
13,Clay,2013-08-20 00:00:00,0,-596
13,Clay,2013-08-21 00:00:00,0,-143
13,Clay,2013-08-22 00:00:00,0,-545
13,Clay,2013-08-25 00:00:00,0,-791
13,Clay,2013-08-26 00:00:00,0,-565
13,Clay,2013-08-27 00:00:00,0,-534
13,Clay,2013-08-28 00:00:00,0,-154
13,Clay,2013-08-29 00:00:00,0,-390
13,Clay,2013-09-01 00:00:00,0,-401
13,Clay,2013-09-02 00:00:00,0,-832
13,Clay,2013-09-03 00:00:00,0,-565
13,Clay,2013-09-04 00:00:00,0,-966
13,Clay,2013-09-05 00:00:00,0,-339
13,Clay,2013-09-08 00:00:00,0,-82
13,Clay,2013-09-09 00:00:00,0,-565
13,Clay,2013-09-10 00:00:00,0,-545
13,Clay,2013-09-11 00:00:00,0,-596
13,Clay,2013-09-12 00:00:00,0,-61
13,Clay,2013-09-15 00:00:00,0,-987
13,Clay,2013-09-16 00:00:00,0,-246
13,Clay,2013-09-17 00:00:00,0,-976
13,Clay,2013-09-18 00:00:00,0,-339
13,Clay,2013-09-19 00:00:00,0,-174
13,Clay,2013-09-22 00:00:00,0,-30
13,Clay,2013-09-23 00:00:00,0,-966
13,Clay,2013-09-24 00:00:00,0,-884
13,Clay,2013-09-25 00:00:00,0,-586
13,Clay,2013-09-26 00:00:00,0,-123
13,Clay,2013-09-29 00:00:00,0,-226
